frequency,amplitude,duration,label,class,timestamp
4.370861069626263,0.3736408184666985,1.4869967908809438,0,Bird,2025-02-18 22:38:28.384482
9.556428757689245,0.3329120962314033,0.45057279163755193,0,Bird,2025-02-18 22:37:28.384482
10.649247180686318,0.6733423207553386,0.39140990384841107,1,Drone,2025-02-18 22:36:28.384482
6.387926357773329,0.6072666701014879,1.3602332100298546,0,Bird,2025-02-18 22:35:28.384482
5.955888956575665,0.6496956237257749,0.5771306294104841,1,Drone,2025-02-18 22:34:28.384482
2.403950683025824,0.8657009923240037,1.5032849734062983,0,Bird,2025-02-18 22:33:28.384482
1.5227525095137953,0.03210958048205825,1.9262950123234335,0,Bird,2025-02-18 22:32:28.384482
8.795585311974417,0.6438679275551263,0.3214387066588752,0,Bird,2025-02-18 22:31:28.384482
8.495586813016924,0.839497575834682,1.077630659380397,1,Drone,2025-02-18 22:30:28.384482
9.67542967753314,1.078553865511259,0.18551562950602885,1,Drone,2025-02-18 22:29:28.384482
1.185260448662222,0.8860739670955251,0.8875057820743815,0,Bird,2025-02-18 22:28:28.384482
9.72918866945795,0.7290337428294941,0.16243917901076566,0,Bird,2025-02-18 22:27:28.384482
8.491983767203795,0.9278100616476963,0.35822402635612793,0,Bird,2025-02-18 22:26:28.384482
2.9110519961044856,0.33265659982089146,0.7075768491929093,0,Bird,2025-02-18 22:25:28.384482
2.636424704863906,0.5032094167515431,0.7497730300471713,0,Bird,2025-02-18 22:24:28.384482
2.650640588680904,0.014079663282890675,1.8092119112779819,0,Bird,2025-02-18 22:23:28.384482
3.7381801866358395,0.006957587303291213,1.5094445276063788,0,Bird,2025-02-18 22:22:28.384482
6.440454260049415,0.3950213772877553,1.6380201539925343,1,Drone,2025-02-18 22:21:28.384482
7.701865545249077,0.18887150048404844,0.9604462732828993,1,Drone,2025-02-18 22:20:28.384482
3.6210622617823773,0.2602113679357536,0.5592560909735041,0,Bird,2025-02-18 22:19:28.384482
6.506676052501415,0.1770432945283974,0.7225445568511214,0,Bird,2025-02-18 22:18:28.384482
2.2554447458683766,0.02852002483864824,0.7076882542547374,0,Bird,2025-02-18 22:17:28.384482
3.629301836816963,0.9093041464060494,0.720339222560178,0,Bird,2025-02-18 22:16:28.384482
4.297256589643226,0.008223131388891525,1.3786319289124498,0,Bird,2025-02-18 22:15:28.384482
5.104629857953324,0.7360821443370854,1.1085350633717908,0,Bird,2025-02-18 22:14:28.384482
12.933426733737733,0.5477339035700001,0.6241469247921894,1,Drone,2025-02-18 22:13:28.384482
3.0451837103225747,0.9479573843820751,0.23415337485944338,1,Drone,2025-02-18 22:12:28.384482
7.11958096102212,1.2112024324191002,-0.2956745675227649,1,Drone,2025-02-18 22:11:28.384482
6.331731119758382,0.6539011463692573,0.5157858874166159,0,Bird,2025-02-18 22:10:28.384482
6.335534630401627,1.1579626837387378,0.015439394488872882,1,Drone,2025-02-18 22:09:28.384482
6.467903667112945,0.005339141969688543,1.5923455586192548,0,Bird,2025-02-18 22:08:28.384482
2.9147083332676704,1.459662990586478,-0.08578565394928828,1,Drone,2025-02-18 22:07:28.384482
1.5854643368675156,0.8778326035758144,1.4760336508829888,0,Bird,2025-02-18 22:06:28.384482
11.540584798632334,1.139124417157188,0.4365043362253208,1,Drone,2025-02-18 22:05:28.384482
9.690688297671034,0.6592445370508719,0.23941894051317436,0,Bird,2025-02-18 22:04:28.384482
8.550697310904818,0.6449647040461197,1.226642628038081,1,Drone,2025-02-18 22:03:28.384482
4.727167680783847,1.0100182054214129,1.1073186478683608,1,Drone,2025-02-18 22:02:28.384482
4.325024357170602,0.6768324198356777,0.49124004442132446,1,Drone,2025-02-18 22:01:28.384482
7.158097238609412,0.5627115433422029,1.7998942312320692,0,Bird,2025-02-18 22:00:28.384482
4.961372443656412,0.0997309723438824,0.18599079635404778,0,Bird,2025-02-18 21:59:28.384482
2.0983441136030097,0.9219556301327502,0.4834572555757495,0,Bird,2025-02-18 21:58:28.384482
5.456592191001432,0.14077045777121333,1.5288891628311359,0,Bird,2025-02-18 21:57:28.384482
1.3094966900369656,0.22489680573040727,1.4478180675887895,0,Bird,2025-02-18 21:56:28.384482
13.57582194997227,0.868486906528259,0.2166770782712878,1,Drone,2025-02-18 21:55:28.384482
3.3290198344001523,0.7640930002129815,0.2178472631702879,0,Bird,2025-02-18 21:54:28.384482
6.962700559185838,0.619351305936299,1.7303483372273933,0,Bird,2025-02-18 21:53:28.384482
3.8053996848046987,0.23213391280015616,0.6960255123328148,0,Bird,2025-02-18 21:52:28.384482
5.987305184996557,0.46831838315732244,0.21415406303408413,1,Drone,2025-02-18 21:51:28.384482
6.3988214219222534,1.0147881304613118,1.0143514075814986,1,Drone,2025-02-18 21:50:28.384482
4.650906958341604,1.48338605676849,1.53978217226358,1,Drone,2025-02-18 21:49:28.384482
9.726261649881026,0.8099131203060904,0.18273849790241314,0,Bird,2025-02-18 21:48:28.384482
7.976195410250031,0.46020661815661534,1.5550277672586867,0,Bird,2025-02-18 21:47:28.384482
11.785364765469758,1.0102176819062973,1.0656718530087876,1,Drone,2025-02-18 21:46:28.384482
9.053446153848839,0.40984767311835,0.9083533214484522,0,Bird,2025-02-18 21:45:28.384482
6.381099809299767,0.5249340842434675,1.5137528437996142,0,Bird,2025-02-18 21:44:28.384482
9.296868115208051,0.47712976739568325,1.9350664064391014,0,Bird,2025-02-18 21:43:28.384482
1.7964325184672756,0.44762387266552495,0.5354918012091129,0,Bird,2025-02-18 21:42:28.384482
2.763845761772307,0.7751907692939057,0.3729299936370273,0,Bird,2025-02-18 21:41:28.384482
4.775933017794828,0.5940714245289103,1.587345510371077,1,Drone,2025-02-18 21:40:28.384482
6.835216165832854,0.7213882095127242,1.2253869597305929,1,Drone,2025-02-18 21:39:28.384482
5.954579397095763,0.3684959663045851,0.8559756275738665,1,Drone,2025-02-18 21:38:28.384482
3.442141285965063,0.037747316967433386,1.1891931835021379,0,Bird,2025-02-18 21:37:28.384482
12.338382020896537,0.5912237309980581,1.4979676810048133,1,Drone,2025-02-18 21:36:28.384482
4.210779940242304,0.2299614154010342,1.5687606075408627,0,Bird,2025-02-18 21:35:28.384482
4.011073364745896,0.5962698722230089,1.4824512300825414,1,Drone,2025-02-18 21:34:28.384482
5.884264748424236,0.6538299638276777,0.911001298901683,0,Bird,2025-02-18 21:33:28.384482
2.2683180247728636,0.6812092578215488,0.6574807290368505,0,Bird,2025-02-18 21:32:28.384482
9.455026922546113,0.9578316008850944,1.033123481383642,1,Drone,2025-02-18 21:31:28.384482
4.72322852828907,0.5743422957644235,0.3923422025132039,1,Drone,2025-02-18 21:30:28.384482
11.907089908542806,0.9480018659510446,0.850586393602625,1,Drone,2025-02-18 21:29:28.384482
7.9502029236699165,0.9363427533982278,0.8979730170663053,0,Bird,2025-02-18 21:28:28.384482
5.157795612462655,1.2214675672468043,0.04411925769385128,1,Drone,2025-02-18 21:27:28.384482
3.4770598053110886,1.0856507230783088,0.8573843841057862,1,Drone,2025-02-18 21:26:28.384482
12.018563315630304,0.44808677887130194,1.268999457167948,1,Drone,2025-02-18 21:25:28.384482
10.430344824948433,1.1434582065369479,1.2074070828849126,1,Drone,2025-02-18 21:24:28.384482
7.561064512368886,0.27413616719193834,1.037319925913439,0,Bird,2025-02-18 21:23:28.384482
7.941433120173512,0.20265692199043106,0.4139519913997617,0,Bird,2025-02-18 21:22:28.384482
1.6664018656068134,0.44215411378658276,0.88790664833392,0,Bird,2025-02-18 21:21:28.384482
6.377421539592185,0.2973053054941033,1.5873418815638507,1,Drone,2025-02-18 21:20:28.384482
3.418934331622598,1.442943116936207,0.6219491715715073,1,Drone,2025-02-18 21:19:28.384482
12.025230123229932,0.9645414215788932,1.0358701792041127,1,Drone,2025-02-18 21:18:28.384482
6.609683141448022,0.5569520916641753,1.0637059951883705,0,Bird,2025-02-18 21:17:28.384482
7.498787705654691,0.6598735771294347,0.3745367441388628,1,Drone,2025-02-18 21:16:28.384482
1.5720251525742128,0.49702364777720665,1.6126859652438412,0,Bird,2025-02-18 21:15:28.384482
4.420437433419213,0.3083136355838894,0.2572169153903681,1,Drone,2025-02-18 21:14:28.384482
3.9266498982407234,0.6123112888403968,1.097291537234786,0,Bird,2025-02-18 21:13:28.384482
